mp_id,name,party,state,constituency,gender,age,education,attendance_pct,debates_count,total_questions_prs,total_questions_parsed,pvt_member_bills_count,profile_url,Health and Family Welfare,Agriculture and Farmers Welfare,Railways,Finance,Education,"Environment, Forest and Climate Change",Jal Shakti,Women and Child Development,Road Transport and Highways,Housing and Urban Affairs,Home Affairs,Commerce and Industry,Labour and Employment,Civil Aviation,Rural Development,"Consumer Affairs, Food and Public Distribution",AYUSH,Communications,Petroleum and Natural Gas,Textiles,Chemicals and Fertilizers,Law and Justice,"Fisheries, Animal Husbandry and Dairying",Tourism,Electronics and Information Technology,"Micro, Small and Medium Enterprises",Social Justice and Empowerment,Culture,Defence,New and Renewable Energy,Skill Development and Entrepreneurship,External Affairs,Youth Affairs and Sports,Human Resource Development,Power,Tribal Affairs,Information and Broadcasting,Coal,Prime Minister,Food Processing Industries,Corporate Affairs,Science and Technology,Minority Affairs,"Ports, Shipping and Waterways",Heavy Industries and Public Enterprises,Earth Sciences,Panchayati Raj,Mines,Steel,Statistics and Programme Implementation,Cooperation,Planning,Shipping,Development of North Eastern Region,Ayush,Consumer Affairs,Micro,Parliamentary Affairs,Heavy Industries,Statiscs and Programme Implementation,Atomic Energy,"Personnel, Public Grievances and Pensions",Space
feroze-varun-gandhi,Feroze Varun Gandhi,BJP,Uttar Pradesh,Pilibhit,Male,43 years,Graduate,79,5,206,206,5,https://prsindia.org/mptrack/17-lok-sabha/feroze-varun-gandhi,22,12,6,5,7,16,11,6,5,1,5,5,10,6,7,6,2,2,3,2,4,4,3,0,6,1,6,1,2,1,3,5,4,3,2,3,1,5,0,0,3,3,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sangam-lal-gupta,Sangam Lal Gupta,BJP,Uttar Pradesh,Pratapgarh,Male,52 years,Information Not Available,88,52,384,384,0,https://prsindia.org/mptrack/17-lok-sabha/sangam-lal-gupta,23,17,16,8,18,14,13,11,9,16,6,7,12,5,8,6,5,10,8,17,9,4,13,10,6,8,9,5,8,8,8,3,3,2,3,4,3,7,3,4,5,2,1,6,7,2,3,4,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0
sonia-gandhi,Sonia Gandhi,INC,Uttar Pradesh,Rae Bareli,Female,77 years,Diploma Course,49,6,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/sonia-gandhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghanshyam-singh-lodhi,Ghanshyam Singh Lodhi,BJP,Uttar Pradesh,Rampur,Male,,Information Not Available,89,4,67,67,0,https://prsindia.org/mptrack/17-lok-sabha/ghanshyam-singh-lodhi,14,5,6,2,5,1,1,3,3,0,1,1,1,3,1,1,1,1,3,1,1,0,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohammad-azam-khan,Mohammad Azam Khan,SP,Uttar Pradesh,Rampur,Male,75 years,Information Not Available,28,5,11,11,0,https://prsindia.org/mptrack/17-lok-sabha/mohammad-azam-khan,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pakauri-lal,Pakauri Lal,AD,Uttar Pradesh,Robertsganj,Male,71 years,Under Matric,81,2,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/pakauri-lal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haji-fazlur-rehman,Haji Fazlur Rehman,BSP,Uttar Pradesh,Saharanpur,Male,72 years,Graduate,58,29,125,125,0,https://prsindia.org/mptrack/17-lok-sabha/haji-fazlur-rehman,16,2,12,8,8,0,5,5,3,4,7,0,0,2,4,3,0,1,4,2,0,6,1,2,1,2,5,0,2,2,0,1,1,0,4,2,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ravindra-kushawaha,Ravindra Kushawaha,BJP,Uttar Pradesh,Salempur,Male,61 years,Inter/ Higher Secondary,87,52,425,425,0,https://prsindia.org/mptrack/17-lok-sabha/ravindra-kushawaha,28,22,29,14,12,20,11,7,14,8,8,8,12,17,13,11,12,11,6,5,9,4,8,6,9,6,4,9,9,9,7,6,9,4,4,2,5,7,2,3,4,2,0,5,6,4,5,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0
shafiqur-rahman-barq,Shafiqur Rahman Barq,SP,Uttar Pradesh,Sambhal,Male,93 years,Graduate,92,14,1,1,0,https://prsindia.org/mptrack/17-lok-sabha/shafiqur-rahman-barq,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pravin-kumar-nishad,Pravin Kumar Nishad,BJP,Uttar Pradesh,Sant Kabir Nagar,Male,35 years,Professional Graduate,78,4,17,17,0,https://prsindia.org/mptrack/17-lok-sabha/pravin-kumar-nishad,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arun-kumar-sagar,Arun Kumar Sagar,BJP,Uttar Pradesh,Shahjahanpur,Male,47 years,Information Not Available,92,40,172,172,0,https://prsindia.org/mptrack/17-lok-sabha/arun-kumar-sagar,10,11,19,11,8,1,8,6,14,1,2,0,8,0,12,2,0,4,0,0,2,9,0,4,0,1,3,3,5,0,2,8,2,0,5,0,4,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ram-shiromani,Ram Shiromani,BSP,Uttar Pradesh,Shrawasti,Male,48 years,Professional Graduate,97,95,77,77,0,https://prsindia.org/mptrack/17-lok-sabha/ram-shiromani,8,6,5,2,3,4,3,3,2,0,1,6,8,0,4,3,1,3,1,1,0,1,1,1,2,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rajesh-verma,Rajesh Verma,BJP,Uttar Pradesh,Sitapur,Male,63 years,Post Graduate,88,22,113,113,0,https://prsindia.org/mptrack/17-lok-sabha/rajesh-verma,4,5,4,2,0,2,5,4,3,3,0,3,5,1,5,1,4,0,1,2,3,0,6,2,3,0,7,4,0,2,5,1,5,0,4,3,0,4,1,1,1,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maneka-gandhi,Maneka Gandhi,BJP,Uttar Pradesh,Sultanpur,Female,67 years,Inter/ Higher Secondary,78,0,117,117,0,https://prsindia.org/mptrack/17-lok-sabha/maneka-gandhi,11,8,3,5,3,9,2,3,2,5,6,1,7,3,1,1,0,3,1,1,1,4,2,0,2,1,3,1,1,2,1,4,2,2,1,0,0,0,1,0,0,2,1,1,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
swami-sachchidanand-hari-sakshi,Swami Sachchidanand Hari Sakshi,BJP,Uttar Pradesh,Unnao,Male,68 years,Doctorate,93,1,25,25,0,https://prsindia.org/mptrack/17-lok-sabha/swami-sachchidanand-hari-sakshi,4,2,1,2,0,0,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narendra-modi,Narendra Modi,BJP,Uttar Pradesh,Varanasi,Male,73 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/narendra-modi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajay-tamta,Ajay Tamta,BJP,Uttarakhand,Almora,Male,51 years,Inter/ Higher Secondary,89,14,9,9,0,https://prsindia.org/mptrack/17-lok-sabha/ajay-tamta,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tirath-singh-rawat,Tirath Singh Rawat,BJP,Uttarakhand,Garhwal,Male,59 years,Post Graduate,92,44,63,63,4,https://prsindia.org/mptrack/17-lok-sabha/tirath-singh-rawat,10,3,3,1,5,4,1,2,2,2,1,1,2,2,3,1,3,1,0,2,0,0,0,1,0,1,3,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramesh-pokhriyal-nishank,Ramesh Pokhriyal Nishank,BJP,Uttarakhand,Hardwar,Male,64 years,Doctorate,78,0,18,18,0,https://prsindia.org/mptrack/17-lok-sabha/ramesh-pokhriyal-nishank,0,4,1,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajay-bhatt,Ajay Bhatt,BJP,Uttarakhand,Nainital-Udhamsingh Nagar,Male,63 years,Professional Graduate,98,48,45,45,3,https://prsindia.org/mptrack/17-lok-sabha/ajay-bhatt,6,2,6,0,0,0,1,1,6,1,0,0,1,0,3,1,2,1,2,0,0,0,0,3,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mala-rajya-laxmi-shah,Mala Rajya Laxmi Shah,BJP,Uttarakhand,Tehri Garhwal,Female,73 years,Inter/ Higher Secondary,86,10,147,147,0,https://prsindia.org/mptrack/17-lok-sabha/mala-rajya-laxmi-shah,15,10,9,5,7,6,1,6,6,2,10,5,1,2,1,4,3,5,6,0,1,0,1,2,4,1,3,4,4,5,1,2,2,0,1,0,0,2,2,1,1,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
john-barla,John Barla,BJP,West Bengal,Alipurduars,Male,48 years,Information Not Available,84,11,38,38,0,https://prsindia.org/mptrack/17-lok-sabha/john-barla,1,2,2,0,2,1,5,1,0,2,0,1,0,0,4,1,1,0,0,0,2,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aparupa-poddar-afrin-ali,Aparupa Poddar (Afrin Ali),AITC,West Bengal,Arambagh,Female,38 years,Post Graduate,77,96,147,147,6,https://prsindia.org/mptrack/17-lok-sabha/aparupa-poddar-afrin-ali,9,6,7,5,7,2,5,8,4,3,4,4,6,3,6,3,1,2,2,3,1,3,4,2,4,3,4,1,5,1,1,3,3,0,0,2,1,0,2,1,3,2,3,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
babul-supriya-baral-babul-supriyo,Babul Supriya Baral (Babul Supriyo),BJP,West Bengal,Asansol,Male,53 years,Graduate,24,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/babul-supriya-baral-babul-supriyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shatrughan-sinha,Shatrughan Sinha,AITC,West Bengal,Asansol,Male,77 years,Graduate,63,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/shatrughan-sinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adhir-ranjan-chowdhury,Adhir Ranjan Chowdhury,INC,West Bengal,Baharampur,Male,67 years,Under Matric,89,233,69,69,5,https://prsindia.org/mptrack/17-lok-sabha/adhir-ranjan-chowdhury,5,1,3,3,3,3,6,1,0,2,5,1,3,0,3,0,2,0,3,0,0,5,0,0,0,1,0,0,3,0,0,2,2,3,1,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sukanta-majumdar,Sukanta Majumdar,BJP,West Bengal,Balurghat,Male,44 years,Doctorate,73,47,654,654,7,https://prsindia.org/mptrack/17-lok-sabha/sukanta-majumdar,41,17,21,29,21,19,11,19,20,24,23,26,10,16,14,7,15,10,10,9,17,13,14,6,14,12,10,17,12,6,7,9,6,12,8,6,14,7,14,6,10,9,2,7,9,7,6,5,3,9,4,2,5,2,2,0,0,0,0,0,0,0,0
shantanu-thakur,Shantanu Thakur,BJP,West Bengal,Bangaon,Male,41 years,Information Not Available,74,9,111,111,0,https://prsindia.org/mptrack/17-lok-sabha/shantanu-thakur,3,4,7,0,1,5,3,4,2,1,0,1,4,2,2,3,4,1,1,2,2,4,2,3,3,3,3,4,1,1,3,2,3,4,2,2,1,2,2,2,0,3,2,0,0,2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0
subhas-sarkar,Subhas Sarkar,BJP,West Bengal,Bankura,Male,70 years,Information Not Available,82,27,52,52,0,https://prsindia.org/mptrack/17-lok-sabha/subhas-sarkar,2,2,1,0,0,2,3,2,3,0,0,4,1,0,1,3,3,0,0,3,0,0,1,0,0,2,1,1,0,1,0,1,2,1,0,1,1,2,0,1,0,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kakoli-ghosh-dastidar,Kakoli Ghosh Dastidar,AITC,West Bengal,Barasat,Female,64 years,Professional Post Graduate,55,16,1,1,0,https://prsindia.org/mptrack/17-lok-sabha/kakoli-ghosh-dastidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunil-kumar-mondal,Sunil Kumar Mondal,AITC,West Bengal,Bardhaman Purba,Male,65 years,Professional Graduate,81,20,195,195,0,https://prsindia.org/mptrack/17-lok-sabha/sunil-kumar-mondal,12,6,8,11,2,7,6,9,2,2,4,2,7,6,3,4,2,5,3,2,7,1,4,5,9,2,3,0,2,5,4,5,3,3,4,4,4,5,3,1,1,1,1,2,2,2,2,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0
ss-ahluwalia,S.S. Ahluwalia,BJP,West Bengal,Bardhaman-Durgapur,Male,72 years,Professional Graduate,77,12,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/ss-ahluwalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arjun-singh,Arjun Singh,BJP,West Bengal,Barrackpur,Male,61 years,Inter/ Higher Secondary,70,14,18,18,0,https://prsindia.org/mptrack/17-lok-sabha/arjun-singh,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nusrat-jahan-ruhi,Nusrat Jahan Ruhi,AITC,West Bengal,Basirhat,Female,34 years,Post Graduate,23,12,147,147,0,https://prsindia.org/mptrack/17-lok-sabha/nusrat-jahan-ruhi,15,9,12,8,4,0,5,8,4,3,1,3,8,6,2,2,0,2,5,3,1,0,0,0,0,1,5,2,4,2,0,1,2,3,2,2,4,2,2,0,0,0,8,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
satabdi-roy,Satabdi Roy,AITC,West Bengal,Birbhum,Female,54 years,Graduate,77,24,1,1,0,https://prsindia.org/mptrack/17-lok-sabha/satabdi-roy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saumitra-khan,Saumitra Khan,BJP,West Bengal,Bishnupur,Male,43 years,Matric,78,27,120,120,0,https://prsindia.org/mptrack/17-lok-sabha/saumitra-khan,5,3,4,3,4,4,3,4,1,4,2,1,3,0,3,3,0,3,5,1,7,4,1,4,3,0,2,4,4,1,3,3,7,1,4,3,0,3,1,0,0,0,1,1,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
asit-kumar-mal,Asit Kumar Mal,AITC,West Bengal,Bolpur,Male,68 years,Information not available,75,22,5,5,0,https://prsindia.org/mptrack/17-lok-sabha/asit-kumar-mal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nisith-pramanik,Nisith Pramanik,BJP,West Bengal,Cooch Behar,Male,38 years,Graduate,80,8,77,77,0,https://prsindia.org/mptrack/17-lok-sabha/nisith-pramanik,5,3,2,0,4,3,2,4,1,3,0,2,1,1,4,0,0,2,0,2,1,3,1,0,3,2,2,3,0,0,0,2,0,0,2,0,3,1,1,3,1,2,1,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
raju-bista,Raju Bista,BJP,West Bengal,Darjeeling,Male,38 years,Graduate,91,95,221,221,1,https://prsindia.org/mptrack/17-lok-sabha/raju-bista,10,10,6,4,3,8,6,10,2,12,5,14,7,6,10,7,9,3,1,2,0,0,6,6,2,4,1,4,4,2,3,2,6,2,0,6,4,1,1,3,0,0,7,0,0,1,3,1,0,0,5,3,1,8,0,0,0,0,0,0,0,0,0
abhishek-banerjee,Abhishek Banerjee,AITC,West Bengal,Diamond Harbour,Male,36 years,Post Graduate,15,2,84,84,0,https://prsindia.org/mptrack/17-lok-sabha/abhishek-banerjee,10,1,3,4,5,2,4,4,2,2,2,1,1,1,3,2,0,1,1,0,0,3,0,1,4,4,2,0,1,0,0,0,0,0,2,3,2,0,1,2,1,0,2,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
saugata-roy,Saugata Roy,AITC,West Bengal,Dum Dum,Male,76 years,Post Graduate,82,195,350,350,3,https://prsindia.org/mptrack/17-lok-sabha/saugata-roy,27,9,12,21,9,21,7,5,1,11,17,12,9,10,5,9,5,9,14,4,8,8,11,7,0,1,4,3,4,3,2,14,4,4,6,3,9,0,11,1,2,0,2,7,4,6,1,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
adhikari-deepak-dev,Adhikari Deepak (Dev),AITC,West Bengal,Ghatal,Male,41 years,Graduate,12,2,106,106,0,https://prsindia.org/mptrack/17-lok-sabha/adhikari-deepak-dev,7,7,8,13,2,5,8,2,1,3,5,6,5,3,4,5,0,0,4,0,1,1,0,0,1,1,0,0,3,0,0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
locket-chatterjee,Locket Chatterjee,BJP,West Bengal,Hooghly,Female,49 years,Graduate,88,43,295,295,2,https://prsindia.org/mptrack/17-lok-sabha/locket-chatterjee,28,7,12,10,11,13,16,9,8,8,7,4,10,7,6,9,10,1,5,5,2,3,6,4,9,3,10,11,2,4,2,3,4,1,4,1,1,8,4,6,1,1,2,0,2,5,2,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0
prasun-banerjee,Prasun Banerjee,AITC,West Bengal,Howrah,Male,68 years,Graduate,73,21,82,82,0,https://prsindia.org/mptrack/17-lok-sabha/prasun-banerjee,14,2,3,5,0,3,0,2,0,4,6,2,2,3,1,3,1,0,3,1,1,4,3,2,1,0,0,0,2,2,1,1,1,2,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mimi-chakraborty,Mimi Chakraborty,AITC,West Bengal,Jadavpur,Female,35 years,Information Not Available,21,7,161,161,0,https://prsindia.org/mptrack/17-lok-sabha/mimi-chakraborty,14,7,8,6,8,4,2,10,2,3,5,2,5,7,4,3,0,4,7,0,1,0,2,3,3,6,5,2,3,1,3,4,0,0,3,1,4,4,1,1,1,2,2,2,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
jayanta-kumar-roy,Jayanta Kumar Roy,BJP,West Bengal,Jalpaiguri,Male,56 years,Doctorate,88,17,492,492,0,https://prsindia.org/mptrack/17-lok-sabha/jayanta-kumar-roy,32,19,15,20,25,16,9,16,16,23,11,18,11,8,15,8,8,4,5,12,17,5,10,5,10,12,13,8,7,4,6,6,2,5,9,2,11,4,5,8,4,13,0,5,7,3,3,4,0,3,4,0,2,2,1,0,1,0,0,0,0,0,0
khalilur-rahaman,Khalilur Rahaman,AITC,West Bengal,Jangipur,Male,63 years,Graduate,59,18,12,12,0,https://prsindia.org/mptrack/17-lok-sabha/khalilur-rahaman,1,0,1,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pratima-mondal,Pratima Mondal,AITC,West Bengal,Jaynagar,Female,57 years,Post Graduate,80,87,165,165,0,https://prsindia.org/mptrack/17-lok-sabha/pratima-mondal,9,5,4,5,4,7,4,9,0,7,6,6,9,1,1,5,1,2,6,2,3,4,1,3,2,3,8,1,1,3,1,5,2,3,1,2,0,2,7,0,3,3,5,2,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
kunar-hembram,Kunar Hembram,BJP,West Bengal,Jhargram,Male,61 years,Graduate,91,21,19,19,0,https://prsindia.org/mptrack/17-lok-sabha/kunar-hembram,1,1,0,0,0,0,0,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sisir-kumar-adhikari,Sisir Kumar Adhikari,AITC,West Bengal,Kanthi,Male,82 years,Inter/ Higher Secondary,19,4,206,206,0,https://prsindia.org/mptrack/17-lok-sabha/sisir-kumar-adhikari,12,10,6,9,9,7,3,6,5,2,8,8,10,7,3,4,3,3,5,4,6,1,3,4,1,4,4,2,4,1,1,2,3,2,5,2,5,4,2,1,3,3,2,6,2,1,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0
mala-roy,Mala Roy,AITC,West Bengal,Kolkata Dakshin,Female,66 years,Graduate,43,10,205,205,0,https://prsindia.org/mptrack/17-lok-sabha/mala-roy,33,8,6,24,3,2,4,4,2,9,21,8,2,7,5,3,1,1,4,0,7,7,1,3,2,0,1,0,1,0,1,4,0,2,1,1,6,1,5,0,0,3,5,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0
sudip-bandyopadhyay,Sudip Bandyopadhyay,AITC,West Bengal,Kolkata Uttar,Male,75 years,Graduate,73,44,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/sudip-bandyopadhyay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahua-moitra,Mahua Moitra,AITC,West Bengal,Krishnanagar,Female,49 years,Graduate,83,37,62,62,0,https://prsindia.org/mptrack/17-lok-sabha/mahua-moitra,0,3,1,8,0,4,0,0,1,3,2,1,0,1,0,0,1,3,9,0,3,2,1,0,3,2,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
abu-hasem-khan-choudhury,Abu Hasem Khan Choudhury,INC,West Bengal,Maldaha Dakshin,Male,86 years,Graduate,58,5,12,12,0,https://prsindia.org/mptrack/17-lok-sabha/abu-hasem-khan-choudhury,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
khagen-murmu,Khagen Murmu,BJP,West Bengal,Maldaha Uttar,Male,64 years,Graduate,94,52,308,308,0,https://prsindia.org/mptrack/17-lok-sabha/khagen-murmu,26,15,18,12,13,13,11,11,5,15,6,8,6,6,6,8,3,6,5,5,8,10,6,2,1,2,3,3,7,10,3,4,2,4,2,4,3,1,4,5,4,1,5,1,1,0,0,3,4,0,4,0,2,0,1,0,0,0,0,0,0,0,0
choudhury-mohan-jatua,Choudhury Mohan Jatua,AITC,West Bengal,Mathurapur,Male,85 years,Post Graduate,30,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/choudhury-mohan-jatua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dilip-ghosh,Dilip Ghosh,BJP,West Bengal,Medinipur,Male,59 years,Professional Graduate,83,11,32,32,0,https://prsindia.org/mptrack/17-lok-sabha/dilip-ghosh,1,2,2,0,1,1,2,2,1,1,0,0,0,0,3,1,1,0,1,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abu-taher-khan,Abu Taher Khan,AITC,West Bengal,Murshidabad,Male,62 years,Information Not Available,64,6,4,4,0,https://prsindia.org/mptrack/17-lok-sabha/abu-taher-khan,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyotirmay-singh-mahato,Jyotirmay Singh Mahato,BJP,West Bengal,Purulia,Male,38 years,Information Not Available,69,3,133,133,0,https://prsindia.org/mptrack/17-lok-sabha/jyotirmay-singh-mahato,8,4,2,5,2,5,7,5,1,3,6,3,8,4,3,3,5,4,2,1,2,3,4,0,3,0,2,4,1,4,2,1,2,2,2,2,0,4,2,0,1,1,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
